id,title,date_start,date_end,rights_status,rights_note,attribution,research_status,curated,contact
img_9160017c82292a64,"""Beaumont's New Fire Station"" — The Daily Record-Gazette, March 21, 1969 (page 3)",1969,1969,Copyrighted,"Copyrighted — The Daily Record-Gazette (Banning, CA), published March 21, 1969 (rule 5: named newspaper clipping 1931+). Contact the Record-Gazette, Banning, CA, for reproduction rights; renewal/notice status unverified.","The Daily Record-Gazette (Banning, CA)",Researched,False,"Record-Gazette, Banning CA · recordgazette.net"
img_c8cee9c9c1dee867,"Clearing land for Beaumont's new fire station, 650 Maple Ave. — Record-Gazette, March 21, 1969",1969,1969,Copyrighted,"Copyrighted — Record-Gazette (Banning, CA), newspaper page published March 21, 1969; post-1930 publication, 95-year term unexpired (RIGHTS-RULES rule 5). Next action: contact the Record-Gazette, Banning, for reproduction permission.",Record-Gazette (Banning),Researched,False,"Record-Gazette, Banning CA · recordgazette.net"
img_35a3c2b0b73a7892,"Architect's rendering of Summit School, Beaumont (Harry T. MacDonald & Associates), c. 1970-1974",1970,1974,Copyrighted,"Rule 6 (named creator, still in copyright): the artwork is credited on its face to Harry T. MacDonald & Associates, Architecture-Planning, confirmed as Summit School's architect at the May 1974 dedication. An unpublished commissioned rendering of c. 1970-74 remains in copyright; the snapshot of the framed 2-D artwork adds no new copyright (Bridgeman). Next action: ask Beaumont USD and the City of Beaumont (current owner of the former campus buildings) who holds the framed original, and seek the MacDonald firm's successor for reproduction permission.",Beaumont Library District historical photo collection; artwork by Harry T. MacDonald & Associates,Researched,False,
img_1098cac0279a0fdd,Christine and Gil Vargas Sr. as a young couple (vintage snapshot),1970,1985,Unclear,"Vintage family snapshot, photographer unidentified — likely Vargas family personal property. Next action: ask Beaumont Library District to confirm with the Vargas family (Ramona's Mexican Cafe) that they own the print and consent to reproduction before print use.",Vargas family collection (presumed); photographer unidentified,Provenance verified,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_5216d93c22702ca5,"Emeteria and Luis Estrada, 1970s",1970,1979,Permission required,"Permission required — unpublished Estrada family snapshot, photographer unknown (likely a family member), created in the 1970s (family-collection rule 8). Contact the Estrada family (donor) through the Beaumont Library District before reproduction.",Estrada family collection (via Beaumont Library District),Researched,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org | Estrada family (collection donors) — via Beaumont Library District"
img_67d561c6f67c1ba2,Newspaper Clipping: 'Volunteer's Funeral Was 1st Of Its Kind' (Scott Karnitz),1970,1990,Copyrighted,Copyrighted — unidentified newspaper (Banning dateline; possibly the Record-Gazette or another Riverside County paper). Identify the publication and contact the publisher for reuse permission before print use.,Unidentified newspaper (Banning dateline),Provenance verified,False,"Record-Gazette, Banning CA · recordgazette.net"
img_5e377e16d199a2eb,Beaumont Fire Station,1971,1971,Copyrighted,"Calisphere rights statement: 'Copyrighted — Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners.' Named rights holder: City of Beaumont Fire Department, 550 E 6th Street, Beaumont, CA. Next action: obtain written permission from the City of Beaumont Fire Department before reproduction.","Beaumont Library District Local History Collection, via Calisphere (CBEA_186)",Researched,False,
img_bad44539e3bf4b42,"Miss Pritchett's kindergarten class, Wellwood School, Beaumont, 1971-72",1971,1972,Unclear,"Rule 10: a 1971-72 commercial school class portrait whose studio is unidentified. Pre-1978 prints distributed without a copyright notice entered the public domain — common for school portrait packages — but this cannot be confirmed from the scan. Next action: BLD to ask the donor and Beaumont USD which studio shot Wellwood's 1971-72 class packages and check a surviving print's verso/margin for a copyright notice; if none, reclassify Public domain.",Beaumont Library District historical photo collection; photographer (school portrait studio) unidentified,Researched,False,
img_dec6944cb7b040ba,The Beaumont Fire Station,1971,1971,Copyrighted,"Calisphere rights statement: 'Copyrighted — Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners.' Named rights holder: City of Beaumont Fire Department, 550 E 6th Street, Beaumont, CA. Next action: obtain written permission from the City of Beaumont Fire Department before reproduction.","Beaumont Library District Local History Collection, via Calisphere (CBEA_187)",Researched,False,
img_b690890e951ac18c,"Beaumont Fire Department at the Maple Avenue Station, 1972",1972,1972,Unclear,"Rule 10: photographer unidentified; likely a department or newspaper group portrait — if a Record-Gazette photo, rule 5 would apply (Copyrighted, contact the Record-Gazette, Banning, CA). Next action: BLD to check donor records for the Feb. 10, 2009 scan batch and determine whether the print is a department or newspaper photo.",Photographer unknown — Beaumont Library District local-history project files,Researched,False,"Record-Gazette, Banning CA · recordgazette.net"
img_f03f7f375191edf6,"Beaumont Fire Department hose cart displayed at the fire station, 628 Maple Avenue",1973,1980,Unclear,"Rule 1 (Calisphere/BLD-matched, probable): Beaumont Library District Calisphere items typically carry 'copyright status unknown' boilerplate, but the probable item page (ark:/13030/c8h131c0) could not be fetched to capture its Rights Information verbatim (calisphere.org blocks automated access). Photographer unidentified. Next action: verify the item in an interactive browser session, capture the rights statement verbatim, and request reproduction permission from Beaumont Library District.","Beaumont Library District Local History Collection, via Calisphere",Researched,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_a0defa8112930d8b,"Beaumont Fire Department volunteers under Chief Richard Diebner (Record-Gazette, January 31, 1973)",1973,1973,Copyrighted,"Record-Gazette (Banning) staff photograph published January 31, 1973 — post-1930 newspaper content, presumed under copyright (rights rule 5). Next action: contact the Record-Gazette, Banning, CA, for reproduction permission.",Record-Gazette (Banning) staff photo,Researched,False,"Record-Gazette, Banning CA · recordgazette.net"
img_865e3dceea5cb7ba,"Beaumont FD Parade Engine 'Engine Co. No. 2' in the Cherry Festival Parade, late 1970s",1975,1979,Unclear,"Rule 10: unpublished late-1970s snapshot, photographer unknown — copyright subsists but no holder is identifiable; the digital file is a 2023 re-photograph of the print. Next action: BLD/SGPHS to identify the print's owner/donor and, if possible, the parade photographer.",Photographer unknown — Beaumont Library District local-history project files,Researched,False,
img_58bba051858fd716,"Scott DeForge and John McLaughlin, Beaumont Fire Department, 1976",1976,1976,Permission required,"Permission required — 1976 private snapshot, photographer unidentified; the collection working title indicates it came from Scott DeForge (also pictured), a named collection source in this campaign's rights rules (rule 6). Next action: contact Scott DeForge via Beaumont Library District / SGPHS for reproduction permission.","Scott DeForge collection, via Beaumont Library District",Researched,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_530924ee0ded82c6,"City of Beaumont Fire Department letter to Emma Estrada, May 26, 1977",1977,1977,Permission required,"Rule 8 (Estrada family collection, unpublished, created 1906+): display requires the family/donor's permission via BLD. The text itself is a routine 1977 City of Beaumont administrative record with minimal copyrightable expression, so the practical constraints are the family's control of the item and privacy — it names a private home address and documents an emergency rescue call there. Next action: obtain Estrada family/donor consent via BLD before public display.",Estrada family collection,Researched,False,Estrada family (collection donors) — via Beaumont Library District
img_dd956905449c7642,"Old Gas Station, Beaumont, California (John Margolies, 1977)",1977,1977,Public domain,"No known restrictions — Library of Congress rights advisory for the John Margolies Roadside America Photograph Archive: 'No known restrictions on publication.' Credit: John Margolies Roadside America photograph archive, Library of Congress, Prints and Photographs Division (LC-DIG-mrg-05228). Recommend replacing the low-resolution eBay .webp with the Library's free high-resolution digital file for any print use.",John Margolies / Library of Congress Prints and Photographs Division,Provenance verified,False,
img_b0c11e36c32bf11b,Carnegie library under the mansard roof,1978,2008,Unclear,Do not infer reuse rights from age; verify against the holding institution or rights statement.,Beaumont Library District working files (client-supplied color snapshot; photographer unknown),Researched,True,
img_a48b18e93521487b,"Record-Gazette front page: 'Council Votes To Contract Fire Services With CDF', November 28, 1978",1978,1978,Copyrighted,"Rule 5 (named newspaper clipping 1931+): Record-Gazette (Banning, CA), published November 28, 1978 — still within copyright term. Contact the Record-Gazette, Banning, CA, for reproduction rights; the digitized run at CDNC (UC Riverside) provides research access, not republication rights.","Record-Gazette (Banning, CA)",Researched,False,"Record-Gazette, Banning CA · recordgazette.net"
img_97db6b297170b04e,"Beaumont fire-safety demonstration with Engineer John McLaughlin, early 1980s",1980,1984,Unclear,"Rule 9 (modern unattributed photo from client folders): photographer unidentified. Next action: BLD to confirm whether this is staff/volunteer work (then BLD-owned) or identify the photographer — Scott DeForge, a named courtesy contributor to this collection and McLaughlin's documented colleague, is the natural first contact.",Unknown,Researched,False,
img_a08051acb6b37033,"Beaumont Volunteer Fire Department taco booth at the Cherry Festival, early 1980s",1980,1984,Unclear,"Rule 9 (modern unattributed photo from client folders): photographer unidentified — most likely a member's personal snapshot. Next action: BLD to confirm whether this is staff/volunteer work (then BLD-owned) or identify the photographer; Scott DeForge, a named contributor to this collection and a Beaumont firefighter of the era, is the natural first contact.",Unknown,Researched,False,
img_36bc04455099c9d7,"Francis Dowling Jr. and son John Dowling sorting cherries, Dowling Fruit Orchards, Beaumont",1980,1995,Unclear,"Photographer unidentified; modern private snapshot from the client folder (rule 9). Next action: BLD to contact the Dowling family (John and Shelly Dowling, Beaumont) to identify the photographer and obtain permission — likely a family photo they can authorize.",Photographer unknown (Dowling family context),Researched,False,
img_99913db9881316f3,"Luis Estrada trackworker statue, California State Railroad Museum — close-up (printed page)",1981,2005,Permission required,"Permission required — Estrada family (collection donor); contact the family via Beaumont Library District. Note: the page appears printed from a third-party document, so the underlying photograph may have an additional rights holder to clear.",Estrada family collection; original photographer unidentified,Provenance verified,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org | Estrada family (collection donors) — via Beaumont Library District"
img_a5619ddcb9e94fc3,"Beaumont from the air, 1982",1982,1982,Unclear,Do not infer reuse rights from age; verify against the holding institution or rights statement.,"Client-supplied print, scanned (photographer unknown); related BLD aerials on Calisphere (CBEA_150, CBEA_075)",Researched,False,
img_9c808818200e7a56,"Beaumont volunteer firefighters with trophy, late 1980s",1985,1989,Unclear,"Rule 9 (modern unattributed photo from client folders): photographer unidentified. Next action: BLD to confirm whether this is staff/volunteer work (then BLD-owned) or identify the photographer — Scott DeForge, a named contributor to this collection and a Beaumont firefighter of the era, could likely also name the men pictured.",Unknown,Researched,False,
img_11892e76e7df49d3,Group Portrait in Front of Ramona's Mexican Food Restaurant,1985,2000,Unclear,"Family snapshot, photographer unidentified. Next action: ask Beaumont Library District to confirm with the Vargas family of Ramona's Mexican Cafe who took the photograph and who appears in it, and obtain the family's permission before any print use.",Vargas family collection (photographer unknown),Provenance verified,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_d6de78f86c47985e,"McCoy House feature, Community Advisor 75th-anniversary edition (November 12, 1987)",1987,1987,Copyrighted,"Community Advisor (Beaumont-area weekly), issue of November 12, 1987 — published after 1930, so still in copyright; holder is the publisher or its successor. Rule 5 (named newspaper clipping 1931+). Next action: trace the Community Advisor's successor/rights holder via the Record-Gazette (Banning) or SGPHS before any reproduction.","Community Advisor (Beaumont-area weekly), November 12, 1987",Researched,False,"Record-Gazette, Banning CA · recordgazette.net"
img_9537c0e4968709f8,City of Beaumont aerial photo map of present and planned developments,1988,1988,Copyrighted,"Calisphere rights statement: 'Copyrighted — Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners.' Named holder: City of Beaumont (510 E 6th Street, Beaumont, CA). A 1988 work, so no pre-1931 public-domain path; required action: obtain the City of Beaumont's written permission before reproduction (rule 1 — named rights holder).","Beaumont Library District Local History Collection, via Calisphere (CBEA_183)",Researched,True,
img_03056ebb373ddd81,"""Erected 1938-39"" cornerstone plaque, old Beaumont City Hall (500 Grace Ave.)",2000,2023,Unclear,Unclear — modern unattributed digital photo from the client folder (rule 9). Next action: BLD to confirm whether it is staff/volunteer work (then BLD-owned) or identify the photographer for permission.,Photographer unknown (modern record shot from the Beaumont Library District project folder),Researched,False,
img_1ace86d145209734,"Chancel of the Beaumont Presbyterian 'Rock Church,' 702 Euclid Ave. — modern interior view",2000,2023,Unclear,"Unclear — modern unattributed digital photograph in the BLD folder (RIGHTS-RULES rule 9); photographer unidentified, so ownership cannot be determined. Next action: BLD / Beaumont Presbyterian Church to identify the photographer and confirm whether it is church- or volunteer-owned, then obtain permission.",Unknown,Researched,False,
img_04328f685390128c,"Scott Karnitz memorial plaque, Beaumont fire station",2000,2020,Unclear,"Modern photograph, photographer unidentified. Next action: ask Beaumont Library District to confirm who took it — if BLD staff/volunteer work it is BLD-owned; otherwise obtain the photographer's permission before print use.",Photographer unidentified (Beaumont Library District collection),Provenance verified,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_8a20e0efb687510c,Scott Karnitz memorial tree and plaque at Beaumont fire station,2000,2020,Unclear,"Modern photograph, photographer unidentified. Next action: ask Beaumont Library District to confirm who took it — if BLD staff/volunteer work it is BLD-owned; otherwise obtain the photographer's permission before print use.",Photographer unidentified,Provenance verified,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_a6ec55f14a4d13dc,Francis Dowling Jr. moving cherry boxes at Dowling Fruit Orchard,2005,2016,Permission required,"Family photograph made well after 1931; photographer unidentified, so copyright presumptively sits with the photographer/Dowling family (RIGHTS-RULES rule 6). Next action: contact John and Shelly Dowling via Beaumont Library District for permission and photo details.","Dowling family (probable), via Beaumont Library District project collection",Researched,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_e5e3407036c3c2c5,"Aerial View of Beaumont, April 2010 (Annotated Scrapbook Page)",2010,2010,Unclear,"The aerial photographer and the scrapbook compiler are both unidentified. Next action: ask Beaumont Library District which scrapbook this scanned page (from the 'Steven's Scans' set) comes from, who compiled it, and who took the April 2010 aerial photograph; obtain permission from the photographer or the scrapbook's owner before print use.","Unknown (scrapbook page, photographer unidentified)",Provenance verified,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_fb90b64a110cd45f,"Beaumont from the air, 2010",2010,2010,Unclear,Do not infer reuse rights from age; verify against the holding institution or rights statement.,Client-supplied print/scan (photographer unknown),Researched,False,
img_3d84769134889400,Beaumont Presbyterian Church — River-Rock Facade Detail,2010,2025,Unclear,"Modern photograph, photographer unidentified. Next action: ask Beaumont Library District to confirm who took it — if BLD staff/volunteer work it is BLD-owned; otherwise obtain the photographer's permission before print use.",Photographer unidentified (Beaumont Library District collection),Provenance verified,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_b4e6ea6952262482,"Beaumont Presbyterian Church, 702 Euclid Ave.",2010,2025,Unclear,"Modern photograph, photographer unidentified, and the low-resolution PNG format suggests it was downloaded from a website. Next action: ask Beaumont Library District where the file came from and who took it — if pulled from a church or other website, obtain that source's permission (and identify the photographer) before print use; the image is also too low-resolution for mural printing as-is.",Unknown,Provenance verified,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_da743e866c6368cc,"Beaumont Presbyterian Church, 702 Euclid Avenue",2010,2025,Unclear,"Modern photograph, photographer unidentified. Next action: ask Beaumont Library District to confirm who took it — if BLD staff/volunteer work it is BLD-owned; otherwise obtain the photographer's permission before print use.",Unknown,Provenance verified,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_72b5acdf8b88fc6c,"Dowling Fruit Orchard interior produce displays, c. 2010s",2010,2021,Unclear,"Photographer unidentified; the 500x375 EXIF-less file suggests a save from a web listing (Yelp/Foursquare user photo) rather than an original capture (RIGHTS-RULES rule 9/10). Next action: reverse-image search Yelp/Foursquare user photos of Dowling Fruit Orchard to identify the poster, or BLD to confirm where it saved the file from.","Unknown (web-resolution copy, original poster unidentified)",Researched,False,
img_39722a07ed88a499,"Luis Estrada Trackworker Figure, 'On the Section' Exhibit, California State Railroad Museum (View C)",2010,2024,Permission required,Permission required — Estrada family (collection donor). Contact the Estrada family through the Beaumont Library District before reproduction.,Estrada family collection,Provenance verified,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org | Estrada family (collection donors) — via Beaumont Library District"
img_48e0a1029b9b35cf,"Luis Estrada trackworker statue, California State Railroad Museum, Sacramento (view A)",2010,2024,Permission required,Permission required — Estrada family (collection donor). Contact the Estrada family through Beaumont Library District for reproduction consent.,Estrada family collection,Provenance verified,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org | Estrada family (collection donors) — via Beaumont Library District"
img_e227a30890d191f3,"Pass Area Business Hub (first Bank of Beaumont site), Fifth Street and California Avenue",2010,2025,Unclear,"Modern photograph, photographer unidentified. Next action: ask Beaumont Library District to confirm who took it — if BLD staff/volunteer work it is BLD-owned; otherwise obtain the photographer's permission before print use.",Photographer unidentified (Beaumont Library District collection),Provenance verified,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_9acdf5b823073389,Track-Worker Exhibit Figure at the California State Railroad Museum,2010,2024,Permission required,Permission required — Estrada family (collection donor). Contact the Estrada family through the Beaumont Library District for permission to reproduce this family photograph.,Estrada family collection,Provenance verified,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org | Estrada family (collection donors) — via Beaumont Library District"
img_e3b0eb2e257855ca,"Centennial Gala Bartenders — Record-Gazette Clipping, November 23, 2012",2012,2012,Copyrighted,"Copyrighted — Record-Gazette (Banning, California). Contact the publisher for permission before reproducing this clipping or its photograph in print.","Record-Gazette (Banning, California)",Provenance verified,False,"Record-Gazette, Banning CA · recordgazette.net"
img_cc1a3e9d9b7f9b76,Record-Gazette Centennial Coverage: '1912' Play by Catch A Star Theatrical Players,2012,2012,Copyrighted,Copyrighted — Record-Gazette (Beaumont-Banning newspaper). Both the photograph and the printed caption belong to the publisher; contact the Record-Gazette for permission before reproducing in the mural.,"Record-Gazette, November 23, 2012",Provenance verified,False,"Record-Gazette, Banning CA · recordgazette.net"
img_78e4dd6ee33f5c18,Record-Gazette Clipping: Centennial Balloon Release at Beaumont Civic Center (2012),2012,2012,Copyrighted,"Copyrighted — Record-Gazette (Beaumont/Banning), publisher of the clipping; the underlying photograph is credited to Rodrigo Pena, City of Beaumont, so the City may hold rights in the photograph itself. Contact the Record-Gazette for reuse of the clipping, and the City of Beaumont regarding the photograph, before print use in the mural.","Record-Gazette; photo by Rodrigo Pena, City of Beaumont",Provenance verified,False,"Record-Gazette, Banning CA · recordgazette.net"
img_863f0fc9e94e4ebb,"Bank of Beaumont Facade Inscription — 'Founded 1909, Erected 1923'",2015,2025,Unclear,"Modern photograph, photographer unidentified. Next action: ask Beaumont Library District to confirm who took it — if BLD staff/volunteer work it is BLD-owned; otherwise obtain the photographer's permission before print use.",Photographer unknown (Beaumont Library District collection),Provenance verified,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_4eeb78c48b2bca4b,"Dowling Orchards Produce Store, Contemporary View",2015,2025,Unclear,"Modern photograph, photographer unidentified. Next action: ask Beaumont Library District to confirm who took it — if BLD staff/volunteer work it is BLD-owned; otherwise obtain the photographer's permission before print use.",Photographer unidentified (Beaumont Library District collection),Provenance verified,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_0fe6d3036afcd3d6,Egan Avenue Looking South to the Interstate 10 Dead End,2015,2025,Unclear,"Modern photograph, photographer unidentified. Next action: ask Beaumont Library District to confirm who took it — if BLD staff/volunteer work it is BLD-owned; otherwise obtain the photographer's permission before print use.",Photographer unidentified,Provenance verified,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_e9f375f1600bc4d0,Fifth Street looking west from the Fifth and Grace intersection,2015,2025,Unclear,"Modern photograph, photographer unidentified. Next action: ask Beaumont Library District to confirm who took it — if BLD staff/volunteer work it is BLD-owned; otherwise obtain the photographer's permission before print use.",Photographer unidentified,Provenance verified,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_37bbc779f837532c,Sean Balingit leading a Historical Society tour at the McCoy House,2015,2024,Copyrighted,"Copyrighted — Pat Murkland (photographer, per credit recorded in the original filename). Obtain Murkland's permission, via the San Gorgonio Pass Historical Society or Beaumont Library District, before print use.",Pat Murkland,Provenance verified,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org | San Gorgonio Pass Historical Society (SGPHS), Banning CA · sgphs.org | Pat Murkland (photographer) — contact via SGPHS/BLD"
img_7c01fc3dab547cc4,"First Christian Church, 701 Egan Ave., May 2017",2017,2017,Unclear,"Modern photograph, photographer unidentified. Next action: ask Beaumont Library District to confirm who took it — if BLD staff/volunteer work it is BLD-owned; otherwise obtain the photographer's permission before print use.",Photographer unidentified (Beaumont Library District collection),Provenance verified,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_9ae52f4064af37bc,"'Welcome to Ramona's' Interior Sign, Ramona's Mexican Cafe",2018,2025,Unclear,"Modern photograph, photographer unidentified. Next action: ask Beaumont Library District to confirm who took it — if BLD staff/volunteer work it is BLD-owned; otherwise obtain the photographer's permission before print use. The Vargas family (Ramona's) is the likely source and first contact.","Photographer unidentified (Beaumont Library District collection, Ramona's group)",Provenance verified,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_a04b2576fd8d515e,"'Welcome to Ramona's' sign, Ramona's Mexican Cafe",2018,2025,Unclear,"Modern photograph, photographer unidentified. Next action: ask Beaumont Library District to confirm who took it — if BLD staff/volunteer work it is BLD-owned; otherwise obtain the photographer's permission before print use.",Photographer unidentified,Provenance verified,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_e6fe5e33e99cc68f,"Bank of Beaumont Building Today, Fifth Street and California Avenue",2018,2025,Unclear,"Modern photograph, photographer unidentified. Next action: ask Beaumont Library District to confirm who took it — if BLD staff/volunteer work it is BLD-owned; otherwise obtain the photographer's permission before print use.",Photographer unidentified (Beaumont Library District collection),Provenance verified,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_4b3616cbe2898cea,Christine And Gil Vargas Sr C,2018,2025,Unclear,"Personal family photograph, photographer unidentified. Next action: ask Beaumont Library District to confirm with the Vargas family who took the original portrait and obtain the family's (and if needed the photographer's) permission before print use.",Unknown,Provenance verified,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_dec634939b47e13c,Christine and Gil Vargas Sr. at a Family Birthday Celebration,2018,2025,Unclear,"Modern photograph, photographer unidentified. Next action: ask Beaumont Library District to confirm who took it — if BLD staff/volunteer work it is BLD-owned; otherwise obtain the photographer's permission before print use. The home setting makes this almost certainly a Vargas family photo, so the family is the natural contact for both the photographer question and consent of the pictured couple.",Photographer unidentified (likely Vargas family),Provenance verified,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_38d2d7286d1a066a,Deodar Trees on Beaumont Avenue (Google Street View),2018,2025,Copyrighted,Copyrighted — Google LLC. Street View imagery may not be reproduced in a printed mural without Google's permission; recommend replacing with an original photograph of the site.,Google Street View (© Google LLC),Provenance verified,False,Google LLC — Geo Guidelines: about.google/brand-resource-center/products-and-services/geo-guidelines/
img_4085f2ec04e2579d,"Former Sacred Heart barrio church (St. John Christian Community Church), 2018",2018,2018,Unclear,"Modern photograph, photographer unidentified. Next action: ask Beaumont Library District to confirm who took it — if BLD staff/volunteer work it is BLD-owned; otherwise obtain the photographer's permission before print use.",Photographer unidentified (Beaumont Library District collection),Provenance verified,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_82595c1c9806db2a,"Former Sacred Heart barrio church building, 2018",2018,2018,Unclear,"Modern photograph, photographer unidentified. Next action: ask Beaumont Library District to confirm who took it — if BLD staff/volunteer work it is BLD-owned; otherwise obtain the photographer's permission before print use.",Photographer unidentified,Provenance verified,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_1c61ef08adc421b9,"Former Triangle Gas Station Building (Beaumont Cleaners), Present Day",2018,2025,Unclear,"Modern photograph, photographer unidentified. Next action: ask Beaumont Library District to confirm who took it — if BLD staff/volunteer work it is BLD-owned; otherwise obtain the photographer's permission before print use.",Photographer unidentified (Beaumont Library District collection),Provenance verified,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_87313621a59a7991,"Group Portrait Under the 'Welcome to Ramona's' Arch, Ramona's Mexican Cafe (View D)",2018,2025,Unclear,"Modern photograph, photographer unidentified. Next action: ask Beaumont Library District to confirm who took it — if BLD staff/volunteer work it is BLD-owned; otherwise obtain the photographer's permission before print use. The Vargas family (Ramona's) is the likely source and first contact.","Photographer unidentified (Beaumont Library District collection, Ramona's group)",Provenance verified,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_c822a8c6bb7c2f67,Luis Estrada Road Street Sign,2018,2021,Permission required,Permission required — Estrada family (collection donor). Contact the Estrada family through the Beaumont Library District before reproducing in print.,Estrada family collection,Provenance verified,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org | Estrada family (collection donors) — via Beaumont Library District"
img_6ddebbe0de2a589d,Luis Estrada Road Street Sign at Veile Avenue,2018,2021,Unclear,"Modern photograph, photographer unidentified. Next action: ask Beaumont Library District to confirm who took it — if BLD staff/volunteer work it is BLD-owned; otherwise obtain the photographer's permission before print use.",Photographer unidentified (Beaumont Library District collection),Provenance verified,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_3c18a28de48c53d4,Luis Estrada Road street sign at Veile Avenue,2018,2021,Permission required,Permission required — Estrada family (collection donor). Contact the Estrada family via the Beaumont Library District before reproducing in print.,Estrada family collection,Provenance verified,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org | Estrada family (collection donors) — via Beaumont Library District"
img_99255ef1fe8299f3,Margarita on the Tiled Bar at Ramona's Mexican Cafe,2018,2025,Unclear,"Modern photograph, photographer unidentified. Next action: ask Beaumont Library District to confirm who took it — if BLD staff/volunteer work it is BLD-owned; otherwise obtain the photographer's permission before print use. The styled, promotional look suggests it may originate from the restaurant or its social media, in which case the Vargas family's permission should be sought.",Photographer unidentified,Provenance verified,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_61eb33f53f56982d,"McCoy House, 665 Edgar Avenue (Google Street View screenshot, March 2018 imagery)",2018,2018,Copyrighted,Copyrighted — Google LLC. Street View imagery may not be reproduced in a printed mural without Google's permission; recommend replacing with an original photograph of the site.,Google Street View — © Google,Provenance verified,False,Google LLC — Geo Guidelines: about.google/brand-resource-center/products-and-services/geo-guidelines/
